가고일스, gargoyles
나르시시즘, narcissism
나르시즘, narcissism
나르코렙시, narcolepsy
나르코틴, narcotine
나르텍스, narthex
나린게닌, naringenin
나린긴, naringin
나린진, naringin
나링게닌, naringenin
나마스, NAMAS
나바로, NAVARHO
나밤, nabam
나부메톤, nabumetone
나비스, NABIS
나사, NASA
나사르, NASARR
나수닌, nasunin
나스, NAS
나스닥, NASDAQ
나스트란, NASTRAN
나이그로신, nigrosine
나이드라지드, nydrazid
나이렉스, nylex
나이루, NAIRU
나이브, naive
나이세리아, neisseria
나이센틸, nisentil
나이스, NEIS
나이스, nice
미스, miss
카운트, count
컬러, curler
나이아가라, niagara
나이아신, niacin
나이오븀, niobium
나이키, nike
에이잭스, ajax
제우스, zeus
허큘리스, hercules
비전, vision
사파리, safari
스탠드, stand
나이트, nigh
시프트, tshift
조거, jogger
크림, cream
포, for
나이트가운, nightgown
나이트라민, nitramine
나이트로, nitro
트위스터, twister
나프탈렌, naphthalene
나이트로늄, nitronium
메테인, methane
나이트로민, nitromine
나이트로박테리아, nitrobacteria
나이트로베론, nitroberon
벤젠, benzene
벤졸, benzol
셀룰로스, cellulose
나이트로소, nitroso
나이트로소아민, nitrosoamine
나이트로실, nitrosyl
아닐린, aniline
나이트로젠, nitrogen
머스터드, mustard
톨루엔, toluene
파라핀, paraffin
페놀, phenol
펜톤, pentone
나이트로푸라존, nitrofurazone
나이트로프로페인, nitropropane
나이트론, nitron
나이트릴, nitrile
나이트셔츠, nightshirt
쇼, show
나이트웨어, nightwear
나이트캡, nightcap
나이트클럽, nightclub
나이티, nightie
나이팅게일, nightingale
나이포, NIFO
나이프, knife
블레이드, blade
에어, air
팁, tip
엣지, edge
코팅, coating
프루닝, pruning
나인, nine
나인텐스, ninetenths
나인틴스, nineteenth
나인핀, ninepin
볼링, bowling
나인핀스, ninepins
나일론, nylon
셸, shell
태피터, taffeta
나지, NADGE
나초, nacho
나치스트, Nazist
나크, knock
로케이터, locator
나킹, knocking
나토, NATO
나트롤라이트, natrolite
나파, nappa
나파조돈, nafazodone
나파졸린, naphazoline
나프록센, naproxen
나프실린, nafcillin
나프타, naphtha
나프텐, naphthene
나프토퀴논, naphthoquinone
나프톨, naphthol
나프티오메이트, naphthiomate
나프티핀, naftifine
나프틸아민, naphthylamine
낙, nock
낙스, NAKS
난, non
밸류, value
난델, nandel
난드로론, nandrolone
난로킹, nonlocking
너트, nut
난센스, nonsense
날로르핀, nalorphine
날록손, naloxone
날롤핀, nalorphine
날리지, knowledge
소스, source
날메펜, nalmefene
날멕손, nalmexone
날부핀, nalbuphine
날코바르비탈, narcobarbital
날코틴, narcotine
날트렉손, naltrexone
날트르벤, naltriben
날트린돌, naltrindole
남, NAMM
납셋, nabchet
낫, not
레디, ready
내그웨어, nagware
내러톨로지, narratology
내러티브, narrative
센텐스, sentence
내레이션, narration
내레이터, narrator
내로, narrow
라펠, lapel
리스트, list
커지, kersey
메저, measure
슬림, slim
웨어, wares
웨일, wale
이스케이프, escape
캐리지, carriage
내로밴드, narrowband
내로캐스팅, narrowcasting
내비게이터, navigator
내비서트, navicert
내셔널, national
네임, name
미니멈, minimum
센터, center
아틀라스, atlas
트러스트, trust
플레이어, player
내셔널리스틱, nationalistic
피지컬, physical
에듀케이션, education
내셔널리즘, nationalism
내이보브, nabob
내추럴, natural
드라이, dry
드라이어, drier
디스트리뷰션, distribution
루트, root
밍크, mink
세미업, semiup
스트레이트, straight
웨이스트, waist
웨이스트라인, waistline
컴퍼트, comfort
탑, top
턴, turn
파팅, parting
펑셔널, functional
폴, fall
피겨, figure
내추럴리즘, naturalism
내퍼, napa
내프킨, napkin
내핑, napping
코튼, cotton
낸드, NAND
낸킨, nankeen
냄, NAMM
쇼, Show
냅, knap
냅, nap
오버코팅, overcoating
냅색, knapsack
냅스터, napster
냅킨, napkin
냅트, napped
배킹, backing
냇, NAT
너겟, nugget
너깃, nugget
너드, nerd
너브, nub
너비, nubby
너비즘, nervism
너서리, nursery
너스, nurse
깅엄, gingham
너스, nurses
너싱, nursing
바스크, basque
너지, nudge
너츠, nuts
너클, knuckle
더스터, duster
링, ring
보우트, boat
보트, boat
서비스, service
조인트, joint
파트, part
너클러, knuckler
너트크래커, nutcracker
너프, nerf
너프, nuff
세드, said
넉다운, knockdown
넉아웃, knockout
펀치, punch
넉클, knuckle
컷, cut
넌, non
플레어, flare
글레스, glass
리얼타임, realtime
유니버설, universal
익스클루시브, exclusive
넌바이너리, nonbinary
버벌, verbal
퍼포먼스, performance
넌센스, nonsense
버스, verse
코메디, comedy
넌스, nuns
베일링, veiling
넌커머셜, noncommercial
라이트, right
넌픽션, nonfiction
널, null
모뎀, modem
앵글, angle
패킷, packet
널링, knurling
넘, num
록, lock
색, sack
크런처, cruncher
넘버드, numbered
어카운트, account
넘버링, numbering
넙, nub
넙스, NURBS
넛지, nudge
넛크래커, nutcracker
네가티브, negative
레지스트, resist
네거티브, negative
라벨링, labeling
옵션, option
친업, chinup
캠페인, campaign
트랜스퍼, transfer
픽업, pickup
필름, film
힐, heel
네거티브섬, negativesum
네게브, negueb
네글리전스, negligence
클로즈, clause
네도, NEDO
네롤, nerol
네리네, nerine
네리소팜, nerisopam
네마토드, nematode
네마틱, nematic
네메시트, nemesit
네버, never
슈링크, shrink
코비드, COVID
네버엔딩, neverending
스토리, story
네불린, nebulin
네뷸라이저, nebulizer
네뷸러, nebula
네뷸린, nebulin
네블라이저, nebulizer
네비게이션, navigation
네비보롤, nebivolol
네소돈, nesodon
네스트, nest
네스팅, nesting
컨테이너, container
네스팟, nespot
네알바르비탈, nealbarbital
네오, neo
가제티어, Gadgeteer
고딕, Gothic
네오니코틴, neonicotine
다다, dada
다다이즘, dadaism
다위니즘, Darwinism
네오디뮴, neodymium
야그, YAG
럭셔리, luxury
네오론, neolon
네오리그난, neolignan
리얼리즘, realism
마르크시스트, marxist
네오마이신, neomycin
마초, macho
머스캇, muscat
머스캣, muscat
모더니즘, modernism
사이키델리아, psychedelia
사이키델릭, psychedelic
네오세라토더스, neoceratodus
소울, soul
네오슈와게리나, neoschwagerina
스웨트, sweat
네오스티그민, neostigmine
애니미즘, animism
어쿠스틱, acoustic
네오엔돌핀, neoendorphin
웰빙, wellbeing
젠더, gender
네오, Neo
지오, Geo
네오칼라미테스, neocalamites
네오코그니트론, neocognitron
코퍼러티즘, corporatism
네오콘, neocon
네오클래식, neoclassic
트래디셔널, traditional
컨트리, country
트레디셔널리즘, traditionalism
네오파시스트, neofascist
파시즘, fascism
네오펜탄, neopentane
네오펜테인, neopentane
포디즘, Fordism
네오포비아, neophobia
프레피, preppy
네오프렌, neoprene
프로이디즘, Freudism
프리미티비즘, primitivism
네오플라보노이드, neoflavonoid
플라토니즘, platonism
필, fil
네오필리나, neopilina
히피, hippie
네온, neon
브로치, brooch
삭스, socks
스컬프처, sculpture
파스텔, pastel
사인, sign
테트라, tetra
네올라, neola
브레이드, braid
네이, nae
네이미스트, namist
네이밍, naming
네이버후드, neighborhood
네이벌, naval
메스, mess
네이브, nave
네이블, navel
오렌지, orange
네이비, navy
더블, double
캔버스, canvas
트윌드, twilled
플란넬, flannel
네이커, nacre
벨벳, velvet
네이키드, naked
쇼트, short
셀링, selling
네이키드, Naked
애자일, Agile
네이티브, native
컴파일러, compiler
하이드, hide
네이팜, napalm
네이프, nape
사이드, side
네이피어, napier
네이피어그라스, napiergrass
네인숙, nainsook
니퍼, nipper
리무버, remover
바이터, biter
버퍼, buffer
브러시, brush
블리치, bleach
스티커, sticker
어택, attack
케어, care
클리너, cleaner
클리퍼, clipper
폴리시, polish
시너, thinner
하드너, hardener
헤드, head
본딩, bonding
네일러, nailer
네일리스트, nailist
네일링, nailing
네일링, nailling
드랍퍼, dropper
드로퍼, dropper
캐싱, caching
펜, pen
플랩, prep
네임드, named
네커, necker
레이어드, layered
네커치프, neckerchief
네켄, nequen
네코피뎀, necopidem
네크, neck
초커, choker
트림, trim
네크로시스, necrosis
네크로톡신, necrotoxin
네크로포비아, necrophobia
네크로폴리스, necropolis
네크로호르몬, necrohormone
워머, warmer
네킹, necking
대시, dash
서포트, support
스코어, score
어셈블리, assembly
차터, charter
코드, cord
터치, touch
플라이트, flight
플랑크톤, plankton
네트뉴스, netnews
네트러프러너, netrepreneur
네트로피, netropy
네트바이오스, NetBIOS
네트볼, netball
네트워커, networker
디렉터리, directory
드라이브, drive
레이어, layer
론, loan
매니지먼트, management
네트워크, Network
매니지먼트, Management
포럼, Forum
매퍼, mapper
뮤직, music
백업, backup
프로바이더, provider
세그먼트, segment
세션, session
스캐너, scanner
리셋, reset
싱크, sink
아키텍처, architecture
오에스, OS
오퍼레이터, operator
오퍼레이팅, operating
위빙, weaving
카메라, camera
타깃, target
디코더, decoder
타이밍, timing
프로토콜, protocol
토폴로지, topology
티브이, TV
네트워킹, networking
네트웍, network
네트웤, network
네트웨어, NetWare
네트텀, Netterm
네틀, nettle
네티건, netigan
네티즌, netizen
네티켓, netiquette
네팅, netting
네퍼, neper
네펜테스, nepenthes
네펠로미터, nephelometer
네포티즘, nepotism
네프라이트, nephrite
네프론, nephron
락, lock
러프, ruff
벤딩, bending
셔터, shutter
스냅, snap
심, seam
크랭크, crank
택, tag
패드, pad
프로텍터, protector
플랙서, flexor
스트레칭, stretching
넥밴드, neckband
넥서스, nexus
넥스트, next
배터스, batters
빌리언, billion
넥스트, Next
스텝, Step
에스티엔, STN
일레븐, Eleven
넥신, nexin
넥웨어, neckwear
넥클로스, neckcloth
넥타, nectar
넥타이, necktie
넥톤, nekton
넥트, necked
넥홀, neckhole
넬슨, nelson
넬테넥신, neltenexine
넴스, NEMS
넵, nep
넵투늄, neptunium
넷, net
벤치, bench
서핑, surfing
슬레이브, slave
위버, weaver
하드, hard
데이, day
넷데이, NetDay
유에스에이, USA
넷바이오스, NetBIOS
반달리즘, vandalism
넷볼, netball
넷북, netbook
넷뷰, Netview
넷뷰이, NetBEUI
넷비에스디, netBSD
넷소싱, netsourcing
넷스케이프, Netscape
원, ONE
넷엠디, NetMD
넷프러너, netpreneur
노, no
다우터, doubter
디시전, decision
러닝, running
로드, load
로크, lock
리인포스먼트, reinforcement
리턴, return
리피트, repeat
얼라우드, allowed
레이, lay
찬스, chance
매니퓰레이션, manipulation
바운드, bound
캐치, catch
보기, bogey
블러드, blood
비자, visa
세범, sebum
세일, sale
스템, stem
베이킹, baking
와이어, wire
웨이트, wait
제이, j
챔프, champ
컨테스트, contest
콘테스트, contest
푸트, foot
라이즈, rise
프릴, frills
에어라인, airline
플리트, pleat
피치, pitch
홀드, hold
바아드, barred
노나데칸, nonadecane
노나데칸온, nonadecanone
노나데칸올, nonadecanol
노나데케인, nonadecane
노나데킨, nonadecyne
노나빈, nonabine
노나코산, nonacosane
노나코세인, nonacosane
노나코센, nonacosene
노나코신, nonacosyne
노나콘탄, nonacontane
노나콘테인, nonacontane
노나콘텐, nonacontene
노나콘틴, nonacontyne
노난, nonane
노난다이온, nonanedione
노난다이올, nonanediol
노난온, nonanone
노난올, nonanol
노네인, nonane
노넷, nonet
미팅, meeting
노니, noni
노니즘, nonism
노닌, nonyne
노닐페놀, nonylphenol
노더, norther
노던, northern
라이츠, lights
노던, nothern
래리어트, lariat
블랏, blot
블로팅, blotting
하이부쉬, highbush
블루베리, blueberry
하이부시, highbush
노듈, nodule
노라드, NORAD
노로바이러스, norovirus
노르게스트렐, norgestrel
노르게스티메이트, norgestimate
노르딕, nordic
노르메타네프린, normetanephrine
노르메타돈, normethadone
노르메페리딘, normeperidine
노르부프레놀핀, norbuprenorphine
노르슈도에페드린, norpseudoephedrine
노르아드레날린, noradrenalin
노르에티스테론, norethisterone
노르에틴드론, norethindrone
노르에틴트론, norethindrone
노르에피네프린, norepinephrine
노르테트라제팜, nortetrazepam
노르트리프타일린, nortriptyline
노르트리프틸린, nortriptyline
노르페티딘, norpethidine
노르플록사신, norfloxacin
노르피파논, norpipanone
노름, norm
노말, normal
부탄, butane
뷰테인, butane
엔딩, ending
워시트, washed
헥산, hexane
헵탄, heptane
헵테인, heptane
노매드, nomad
카펫, carpet
노머니, nomany
노멀, normal
디펜시브, defensive
리젝션, rejection
백워데이션, backwardation
테이퍼, taper
노멀라이제이션, normalization
노멀라이즈, normalize
노멀라이징, normalizing
메달, medal
노멕스, nomex
노모그래프, nomograph
노모그램, nomogram
노모스, nomos
노모포비아, nomophobia
노미널, nominal
대미지, damage
노미네이트, nominate
노바, nova
노베이션, novation
노벨라이즈, novelize
노벨륨, nobelium
노벨티, novelty
