english,korean
 'acuteness', '어키우트너스'
 'acyclovir', '어시크로우비르'
 'ad', '애드'
" ""ad's""", '애즈'
 'ad-hoc', '애드하크'
 'ad-lib', '애드리브'
 'ad-nauseam', '애드노지암'
 'ad-nauseum', '애드노지엄'
 'ada', '에이더'
" ""ada's""", '에이더즈'
 'adabel', '애더벨'
 'adabelle', '애더벌'
 'adachi', '아다키'
 'adage', '애더지'
 'adage', '애디지'
 'adagio', '어다지오우'
 'adah', '애다'
 'adair', '어데르'
 'adaire', '아데르'
 'adak', '어대크'
 'adalah', '아다러'
 'adalia', '아다리어'
 'adam', '애덤'
" ""adam's""", '애덤즈'
 'adamant', '애더먼트'
 'adamantly', '애더먼트리'
 'adamcik', '아덤치크'
 'adamczak', '아덤채크'
 'adamczyk', '아덤치크'
 'adame', '아다미'
 'adamec', '어다미크'
 'adamek', '어다메크'
 'adames', '어데임즈'
 'adami', '아다미'
 'adamik', '어다미크'
 'adamina', '아다미너'
 'adamkus', '애덤커스'
 'adamo', '아다모우'
 'adamowicz', '어다머비치'
 'adams', '애덤즈'
" ""adams'""", '애덤즈'
" ""adams's""", '애덤지즈'
 'adamski', '어댐스키'
 'adamson', '애덤선'
 'adamstown', '애덤스타운'
 'adan', '에이던'
 'adapso', '어대프소우'
 'adapt', '어대프트'
 'adaptability', '어대프터비러티'
 'adaptable', '어대프터벌'
 'adaptaplex', '어대프터프레크스'
 'adaptation', '애더프테이시언'
 'adaptations', '애대프테이시언즈'
 'adaptations', '애더프테이시언즈'
 'adaptec', '어대프테크'
" ""adaptec's""", '어대프테크스'
 'adapted', '어대프티드'
 'adapter', '어대프터'
 'adapters', '어대프터즈'
 'adapting', '어대프팅'
 'adaptive', '어대프티브'
 'adaptor', '어대프터'
 'adaptors', '어대프터즈'
 'adapts', '어대프츠'
 'adar', '어다르'
 'adarand', '애더랜드'
 'adas', '에이더즈'
 'aday', '어데이'
 'adaza', '어다저'
 'adblock', '애드브라크'
 'adcock', '어드카크'
 'adcox', '어드카크스'
 'add', '애드'
 'addair', '어데르'
 'addams', '애덤즈'
 'added', '애더드'
 'added', '애디드'
 'addendum', '어덴덤'
 'addendums', '어덴덤즈'
 'addeo', '아디오우'
 'adder', '애더'
 'adderley', '어더리'
 'addicks', '애디크스'
 'addict', '애디크트'
 'addict', '어디크트'
 'addicted', '어디크티드'
 'addicting', '어디크팅'
 'addiction', '어디크시언'
 'addictions', '어디크시언즈'
 'addictive', '어디크티브'
 'addicts', '애디크츠'
 'addicts', '어디크츠'
 'addidas', '어디더스'
" ""addidas'""", '어디더스'
" ""addidas's""", '어디더시즈'
 'addidases', '어디더시즈'
 'addie', '애디'
 'adding', '애딩'
 'addington', '애딩턴'
 'addis', '아디스'
 'addis-ababa', '아디서바바'
 'addis-ababa', '아디서바바'
 'addison', '애더선'
 'addison', '애디선'
" ""addison's""", '애디선즈'
 'addition', '어디시언'
 'additional', '어디시어널'
 'additional', '어디슈널'
 'additionally', '어디시어너리'
 'additionally', '어디슈너리'
 'additions', '어디시언즈'
 'additive', '애더티브'
 'additive', '애디티브'
 'additives', '애더티브즈'
 'additives', '애디티브즈'
 'addle', '애덜'
 'addled', '애덜드'
 'addleman', '애덜먼'
 'address', '애드레스'
 'address', '어드레스'
 'addressable', '어드레서벌'
 'addressed', '어드레스트'
 'addressee', '애드레시'
 'addresses', '애드레시즈'
 'addresses', '어드레시즈'
 'addressing', '어드레싱'
 'adds', '애즈'
 'adduci', '아두치'
 'adduct', '애더크트'
 'addwest', '애도에스트'
 'addy', '애디'
 'addyston', '애디스턴'
 'ade', '에이드'
 'adee', '어디'
 'adel', '어델'
 'adela', '어데러'
 'adelaar', '애더라르'
 'adelaide', '애더레이드'
 'adelanto', '애더란토우'
 'adelbert', '어델버트'
 'adele', '어델'
" ""adele's""", '어델즈'
 'adeline', '애더라인'
 'adelizzi', '애더리지'
 'adell', '어델'
" ""adell's""", '어델즈'
 'adelle', '어델'
 'adelman', '애덜먼'
 'adelman', '에덜먼'
 'adelmann', '애덜먼'
 'adelpha', '어델퍼'
 'adelphi', '어델피'
 'adelphia', '어델피어'
" ""adelphia's""", '어델피어즈'
 'adelsberger', '애딜즈버거'
 'adelson', '애덜선'
 'adelstein', '애덜스타인'
 'adelstein', '애덜스틴'
 'aden', '에이던'
 'adena', '애디너'
 'adenauer', '애더나우르'
 'adenauer', '에이더나우르'
 'adenine', '애더닌'
 'adenoid', '애더노이드'
 'adenoids', '애더노이즈'
 'adenoscan', '어데너스캔'
 'adenosine', '어데너신'
 'adenovirus', '어데너바이러스'
 'adept', '어데프트'
 'adequacy', '애더쿠어시'
 'adequate', '애더쿠에이트'
 'adequate', '애더쿠어트'
 'adequately', '애더쿠어트리'
 'adequately', '애더쿠이트리'
 'ader', '에이더'
 'aderhold', '애더호울드'
 'aderholt', '애더호울트'
 'aderman', '애더먼'
 'ades', '에이즈'
 'adey', '에이디'
 'adger', '애저'
 'adham', '애드햄'
 'adhd', '에이디에이치디'
 'adhere', '어드히르'
 'adhered', '애드히르드'
 'adherence', '어드히런스'
 'adherent', '어드히런트'
 'adherents', '애드히런츠'
 'adheres', '어드히르즈'
 'adhering', '어드히링'
 'adhesion', '애드히전'
 'adhesive', '애드히시브'
 'adhesive', '어드히시브'
 'adhesives', '애드히시브즈'
 'adhesives', '어드히시브즈'
 'adia', '아디어'
 'adid', '어디드'
 'adidas', '어디더스'
" ""adidas's""", '어디더시즈'
 'adieu', '어두'
 'adin', '어딘'
 'adina', '아디너'
 'adine', '아디니'
 'adinolfi', '아디노울피'
 'adios', '아디오우스'
 'adipose', '애더포우스'
 'adirondack', '애더안대크'
 'adisq', '에이디스크'
 'adisq', '어디스크'
 'adjacent', '어제이선트'
 'adjani', '애드자니'
 'adjective', '애지크티브'
 'adjectives', '애지크티브즈'
 'adjoin', '어조인'
 'adjoining', '어조이닝'
 'adjoins', '어조인즈'
 'adjourn', '어전'
 'adjourned', '어전드'
 'adjourning', '어저닝'
 'adjournment', '어전먼트'
 'adjourns', '어전즈'
 'adjudge', '어저지'
 'adjudged', '어저지드'
 'adjudicate', '어주디케이트'
 'adjudicated', '어주더케이티드'
 'adjudicating', '어주디케이팅'
 'adjudication', '어주더케이시언'
 'adjunct', '애정크트'
 'adjuncts', '애정크츠'
 'adjust', '어저스트'
 'adjustable', '어저스터벌'
 'adjustables', '어저스터벌즈'
 'adjusted', '어저스티드'
 'adjuster', '어저스터'
 'adjusters', '어저스터즈'
 'adjusting', '어저스팅'
 'adjustment', '어저스트먼트'
 'adjustments', '어저스트먼츠'
 'adjusts', '어저스츠'
 'adjutant', '애저턴트'
 'adkins', '애드킨즈'
 'adkinson', '애드킨선'
 'adkison', '애드키선'
 'adkisson', '애드키선'
 'adl-tabataba', '아덜타버타버'
 'adl-tabatabai', '아덜타버터바이'
 'adlai', '아드라이'
 'adler', '애드러'
" ""adler's""", '애드러즈'
 'adlers', '애드러즈'
 'adley', '애드리'
 'adlon', '애드란'
 'adlong', '애드롱'
 'adman', '애드먼'
 'admen', '애드먼'
 'admin', '애드민'
 'administer', '어드미너스터'
 'administered', '어드미너스터드'
 'administering', '애드미니스터잉'
 'administers', '애드미니스터즈'
 'administrate', '애드미니스트레이트'
 'administrating', '어드미너스트레이팅'
 'administration', '애드미니스트레이시언'
" ""administration's""", '애드미니스트레이시언즈'
 'administrations', '애드미니스트레이시언즈'
" ""administrations'""", '애드미니스트레이시언즈'
 'administrative', '어드미너스트레이티브'
 'administratively', '애드미너스트레이티브리'
 'administrator', '어드미너스트레이터'
" ""administrator's""", '애드미니스트레이터즈'
 'administrators', '애드미니스트레이터즈'
" ""administrators'""", '애드미너스트레이터즈'
 'admins', '애드민즈'
 'admins', '어드민즈'
 'admira', '애드마이러'
" ""admira's""", '애드마이러즈'
 'admirable', '애드머어벌'
 'admirable', '애듬러벌'
 'admirably', '애드머어브리'
 'admiral', '애드머얼'
" ""admiral's""", '애드머얼즈'
 'admirals', '애드머얼즈'
 'admiralty', '애드머얼티'
 'admiration', '애드머에이시언'
 'admirations', '애드머에이시언즈'
 'admire', '애드마이르'
 'admired', '어드마이어드'
 'admirer', '애드마이러'
 'admirers', '어드마이러즈'
 'admires', '애드마이르즈'
 'admiring', '애드마이링'
 'admiringly', '애드마이링리'
 'admissibility', '어드미서비러티'
 'admissible', '어드미서벌'
 'admission', '애드미시언'
 'admission', '어드미시언'
 'admissions', '애드미시언즈'
 'admissions', '어드미시언즈'
 'admit', '어드미트'
 'admits', '어드미츠'
 'admittance', '어드미턴스'
 'admitted', '어드미티드'
 'admittedly', '애드미티드리'
 'admitting', '애드미팅'
 'admitting', '어드미팅'
 'admonish', '애드마니슈'
 'admonished', '어드마니슈트'
 'admonishes', '애드마니시이즈'
 'admonishing', '애드마니시잉'
 'admonishment', '애드마니슈멘트'
 'admonition', '애드머니시언'
 'admonitions', '애드머니시언즈'
 'admonitory', '애드모니토리'
 'adnan', '애드넌'
 'adney', '애드니'
 'ado', '어두'
 'adobe', '어도우비'
" ""adobe's""", '어도우비즈'
 'adolescence', '애더레선스'
 'adolescence', '애도우레선스'
 'adolescent', '애더레선트'
 'adolescent', '애도우레선트'
 'adolescents', '애더레선츠'
 'adolescents', '애도우레선츠'
 'adolf', '에이달프'
" ""adolf's""", '에이달프스'
 'adolfo', '어달포우'
 'adolph', '에이돌프'
 'adolpha', '아도울퍼'
 'adolphson', '애도울프선'
 'adolphus', '어돌퍼스'
 'adon', '아돈'
 'adonia', '아도우니어'
 'adonis', '어다너스'
 'adopt', '어다프트'
 'adoptable', '어다프터벌'
 'adopted', '어다프티드'
 'adoptee', '어다프티'
 'adoptees', '어다프티즈'
 'adopter', '어다프터'
 'adopters', '어다프터즈'
 'adopting', '어다프팅'
 'adoption', '어다프시언'
 'adoptions', '어다프시언즈'
 'adoptive', '어다프티브'
 'adopts', '어다프츠'
 'ador', '아도르'
 'adora', '아도러'
 'adorabelle', '애더어벌'
 'adorable', '어도러벌'
 'adoration', '애더에이시언'
 'adore', '어도르'
 'adored', '어도르드'
 'adoree', '애더이'
 'adorees', '애더이즈'
 'adores', '어도르즈'
 'adoring', '어도링'
 'adorn', '어도른'
 'adorna', '아도르너'
 'adorned', '어도른드'
 'adorning', '어도르닝'
 'adornment', '어도른먼트'
 'adorno', '아도르노우'
 'adorns', '어도른즈'
 'adra', '에이드러'
 'adragna', '아드라그너'
 'adrda', '에이더더'
 'adrea', '아드리어'
 'adrenal', '어드리널'
 'adrenalin', '어드레너린'
 'adrenaline', '어드레너런'
 'adrenergic', '어드레네르지크'
 'adria', '아드리어'
 'adrian', '에이드리언'
 'adriana', '에이드리애너'
 'adriance', '아드리언스'
 'adriano', '아드리아노우'
 'adriatic', '에이드리애티크'
 'adriel', '어드릴'
 'adrienne', '아드리엔'
 'adrift', '어드리프트'
 'adroit', '어드로이트'
 'adroitly', '어드로이트리'
 'ads', '애즈'
" ""ads'""", '애즈'
 'adsit', '애드시트'
 'adsl', '에이디에셀'
 'adsorption', '어드소르프시언'
 'adss', '애드스'
 'adss', '에이디에세스'
 'adstar', '애드스타르'
 'adsteam', '애드스팀'
 'adtec', '애드테크'
 'adulate', '애저레이트'
 'adulation', '애저레이시언'
 'aduliadae', '어두리아데이'
 'adult', '애덜트'
 'adult', '어덜트'
 'adulterate', '어덜터에이트'
 'adulterated', '어덜터에이티드'
 'adulterates', '어덜터에이츠'
 'adulteration', '어덜터에이시언'
 'adulterer', '어덜터어'
 'adulterers', '어덜터어즈'
 'adulterous', '어덜터어스'
 'adultery', '어덜터이'
 'adulthood', '어덜트후드'
 'adults', '애덜츠'
 'adults', '어덜츠'
" ""adults'""", '애덜츠'
" ""adults'""", '어덜츠'
 'adusdur', '애더스더'
 'advacare', '애드버케르'
 'advalue', '애드버루'
 'advance', '어드밴스'
" ""advance's""", '어드밴서즈'
" ""advance's""", '어드밴시즈'
 'advanced', '어드밴스트'
 'advancement', '어드밴스먼트'
 'advancements', '어드밴스먼츠'
 'advancer', '어드밴서'
 'advancers', '어드밴서즈'
 'advances', '어드밴서즈'
 'advances', '어드밴시즈'
 'advancing', '어드밴싱'
 'advani', '애드바니'
 'advanta', '애드밴터'
 'advanta', '어드밴터'
" ""advanta's""", '애드밴터즈'
" ""advanta's""", '어드밴터즈'
 'advantage', '애드밴티지'
 'advantaged', '애드밴티지드'
 'advantageous', '애드번테이저스'
 'advantages', '애드밴티지즈'
 'advantest', '애드밴터스트'
 'advection', '애드베크시언'
 'advent', '애드벤트'
 'adventist', '애드벤티스트'
 'adventists', '애드벤티스츠'
 'adventure', '애드벤처'
 'adventure', '어드벤처'
 'adventurer', '애드벤처어'
 'adventurer', '어드벤처어'
 'adventurers', '애드벤처어즈'
 'adventurers', '어드벤처어즈'
 'adventures', '애드벤처즈'
 'adventuresome', '애드벤처섬'
 'adventurism', '애드벤처이점'
 'adventurous', '애드벤처어스'
 'adventurous', '어드벤처어스'
 'adverb', '애드버브'
 'adverbial', '애드버비얼'
 'adverbs', '애드버브즈'
 'adversarial', '애드버세리얼'
 'adversaries', '애드버세리즈'
 'adversary', '애드버세리'
 'adverse', '애드버스'
 'adverse', '애드버스'
 'adverse', '어드버스'
 'adversely', '애드버스리'
 'adversity', '애드버시티'
 'adversity', '어드버시티'
 'advert', '애드버트'
 'advertise', '애드버타이즈'
 'advertised', '애드버타이즈드'
 'advertised', '애드버타이즈드'
 'advertisement', '애드버타이즈먼트'
 'advertisement', '애드버터즈먼트'
 'advertisements', '애드버타이즈먼츠'
 'advertiser', '애드버타이저'
" ""advertiser's""", '애드버타이저즈'
 'advertisers', '애드버타이저즈'
" ""advertisers'""", '애드버타이저즈'
 'advertises', '애드버타이지즈'
 'advertising', '애드버타이징'
" ""advertising's""", '애드버타이징즈'
 'advertorial', '애드버토리얼'
 'advertorials', '애드버토리얼즈'
 'advest', '애드베스트'
 'advice', '애드바이스'
 'advice', '어드바이스'
 'advil', '애드빌'
" ""advil's""", '애드빌즈'
 'advisability', '애드바이저비리티'
 'advisable', '어드바이저벌'
 'advise', '애드바이즈'
 'advise', '어드바이즈'
 'advised', '애드바이즈드'
 'advised', '어드바이즈드'
 'advisedly', '애드바이저드리'
 'advisedly', '어드바이저드리'
 'advisement', '어드바이즈먼트'
 'adviser', '애드바이저'
" ""adviser's""", '어드바이저즈'
 'advisers', '애드바이저즈'
" ""advisers'""", '애드바이저즈'
 'advises', '애드바이지즈'
 'advising', '애드바이징'
 'advisor', '애드바이저'
 'advisories', '어드바이저이즈'
 'advisors', '애드바이저즈'
 'advisory', '애드바이저이'
 'advo', '애드보우'
 'advocacy', '애드버커시'
 'advocate', '애드버케이트'
 'advocate', '애드버커트'
" ""advocate's""", '애드버커츠'
 'advocated', '애드버케이티드'
 'advocates', '애드버케이츠'
 'advocates', '애드버커츠'
 'advocating', '애드버케이팅'
 'advocation', '애드버케이시언'
 'adweek', '애뒤크'
 'adwell', '어도엘'
 'adwords', '애도어즈'
 'ady', '에이디'
 'adz', '애즈'
 'ae', '에이'
 'aegean', '이지언'
 'aegerter', '에거터'
 'aegis', '이저스'
 'aegon', '에이간'
 'aeltus', '앨터스'
 'aeneas', '애니어스'
 'aeneid', '어니이드'
 'aeolus', '에오우루스'
 'aequitron', '에이쿠이트란'
 'aer', '에이이아르'
 'aer', '에르'
 'aerial', '에리얼'
 'aerials', '에리얼즈'
 'aerie', '에리'
 'aerien', '에리언'
 'aeriens', '에리언즈'
 'aeritalia', '에리태리어'
 'aero', '에로우'
 'aerobatic', '에러배티크'
 'aerobatics', '에러배티크스'
 'aerobic', '에로우비크'
 'aerobically', '에로우비크리'
